ResponseID,DUP,STARTDATE,ENDDATE,FINISHED,DUBIOUS,18YESORNO,COUNTRY,ZIP,DOB,YRSSURFING,WAVEPREF,WAVEPREFOTHER,BOARDPREF,BOARDPREFOTHER,ABILITY,SURFSPOT,SPOTTOWN,SPOTCO,SPOTSTATE,SPOTCOUNTRY,SPOTYRS,SPOTFAM,SURFSPERYEAR,BOTTOMCOND,BOTTOMCONDOTHER,BCHMGMTJET,BCHMGMTNAT,BCHMGMTWALL,BCHMGMTRIP,BCHMGMTSAND,BCHMGMTOTHERYN,BCHMGMTOTHER,BCHMGMTCOUNT,BCHMGMTIDK,SPOTWAVE,SPOTWAVEOTHER,BESTTIDE,5TIDE2,5TIDEMED,5TIDE6,5TIDEV6,V6BETTER,V6SHORTER,V6BACKW,V6LESSDANGER,V6CLIFFS,V6BIGSWELL,V6NEWPEAK,V6WAVEGONE,V6TAKEOFF,V6PACKDENSE,V6OTHERHAZ,PLACEIDN1,PLACEDEP1,PLACEIDN2,PLACEDEP2,PLACEIDN3,PLACEDEP3,PLACEIDN4,PLACEDEP4,PLACEIDN5,PLACEDEP5,PLACEIDN6,PLACEDEP6,PLACEBATTCOMP,WHYIMPORT,ACCESSBLOCKED,BLOCKEDHOW,NEVERSURFAGAIN,NEVERSURFAGAINEMO,IPLAT,IPLON,CCON-S,CCO,CCIT,LCPJur,LCPJurN-S,CSPOTLat,CSPOTLon,SURFSPOT,SL-SURFSPOT,SL-SPOTN-S,MORE_RES,LESS_RES,Secret
R_8cDX0DHwQWAoumF,0,4/10/14 13:19,4/10/14 13:39,1,,1,United States,93955,1995,7,fast beach break,,shortboard,,3,38th Avenue,Santa Cruz,Santa Cruz,CA,USA,5,7,Monthly,hard rock reef,,,,seawall,,,,,1,0,slow reef break,,2,3,3,1,1,No,Yes,Yes,No,Yes,I'm not sure,No,Yes,Yes,No,Yes,4,3,4,2,4,3,4,2,3,2,4,3,12,I know it so well that I know where to be and I know the people who surf there and its just a beautiful spot.,No,,"Yeah a little bit, I would miss it.",I would just feel a little disappointed by the fact that I would never be able to surf there again.,36.62489319,-121.8256989,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95783,,38th Avenue,38th Ave,49,,,
R_8CGUXpcWpIQgZ7f,0,3/16/14 9:55,3/16/14 10:09,1,,1,United States,85310,1972,8,slow reef break,,"hybrid, funboard, or egg",,2,Pacific Beach,Pacific Beach,San Diego,CA,USA,6,8,Yearly,Sand,,,natural beaches or bluffs,,,,,,1,0,slow beach break,,5,2,3,4,3,I'm not sure,No,No,No,No,No,I'm not sure,Yes,No,No,No,3,2,4,1,3,1,4,1,3,1,4,5,12,Go there with the family and teaching the kids to surf there.,Yes,Storm runoff,"Yes, it is a very peaceful place for me",Sad and left longing,33.44839478,-112.0739975,15,San Diego,Pacific Beach,San Diego (City of),72,32.79679,-117.25983,Pacific Beach,Pacific Beach,188,,,
R_8CGzM04v5VHGNil,0,5/3/14 17:53,5/3/14 21:07,1,,1,United States,92660,1960,42,fast beach break,,"hybrid, funboard, or egg",,4,Newport Beach,Newport Beach,Orange,CA,USA,42,9,Monthly,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,4,2,4,3,2,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,3,2,3,2,2,1,1,2,1,1,3,3,12,its convenient,Yes,"pollution,",i wouldn't be able to watch my boys surf conveniently.,moving to mexico,34.05220032,-118.2436981,14,Orange,Newport Beach,Newport Beach (City of),59,,,Newport Beach,,,,1,
R_8cTerCyNejBVcsl,0,4/27/14 12:43,4/27/14 13:05,1,,1,United States,90266,1979,22,fast beach break,,shortboard,,4,El Morro (aka The Cliff or Elvators),Laguna Beach,Orange,CA,USA,22,10,Monthly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast point break,Fast Left that breaks at the end of a cliff.  The take off zone is right next to cliff. ,1,5,3,1,1,No,Yes,No,No,No,Yes,No,Yes,No,No,No,5,5,5,4,5,5,5,5,5,5,5,4,12,I grew up here and it's one of my first memories. ,No,,"Yes,  it would be a very sad if the wave disappeared.  It's a favorite spot for local goofy footers and it's a special place and beach.  The wave makes the beach a great place to go and hang out all day.  I would like the new generations of my family to have the same joy that it produced for my family, friends and I.  ",Sad ,33.88929749,-118.401001,14,Orange,Laguna Beach,Laguna Beach (City of),61,,,El Morro (aka The Cliff or Elvators),,,1,,
R_8cUDHqSIBLaxM69,0,4/10/14 13:30,4/10/14 13:35,1,,1,United States,93065,1993,12,fast beach break,,"hybrid, funboard, or egg",,4,Emma Wood,Ventura,Ventura,CA,USA,12,10,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,2,4,5,3,3,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,4,3,-9999,3,4,4,4,4,4,2,3,4,11,Caught my first wave there and love every wave I catch there now,Yes,Sewage Spill up the  beach a few spots.,"Yes, its a childhood memory",Pissed,34.14439392,-118.8935013,12,Ventura,Ventura,San Buenaventura (City of),39,34.27848,-119.31598,Emma Wood,Emma Wood,95,,,
R_8CWRpluZbislow6qx,0,3/18/14 8:44,3/18/14 9:01,1,,1,United States,92107,1983,8,fast beach break,,"hybrid, funboard, or egg",,3,Scripps,La Jolla,San Diego,CA,USA,8,10,Daily,Sand,,,,seawall,,,,,1,0,fast beach break,,2,2,5,4,1,No,Yes,No,No,No,No,No,Yes,No,No,No,5,3,5,5,5,2,5,3,2,2,5,2,12,"I know the wave, how it breaks, and can see the waves evolve over time as a function of bottom topography, storms, tides etc. Because I'm at Scripps everyday I've been able to catch the rare occasions when epic waves are accompanied by few if any people, which always makes for a special experience. I know the local community of surfers and identify with their way of interacting with each other.",No,,"Yes, in so much that I really enjoy the place and what it's done for my surfing. Moving for periods of time is a reality of my job, so I will definitely have to get used to other places, which is part of the fun of surfing. In many ways Scripps has prepared me to enjoy other breaks to their fullest because of the challenge associated with riding this type of wave. A point break seems like icing on the cake.","Sadness for a number of reasons - San Diego is ultimately the place I would like to live, and if I could never surf Scripps again it would entail being away from this wonderful city. Ultimately there are many places around San Diego that I enjoy and love for a variety of reason, but there is something about the day to day at Scripps that makes me happy.",32.88070679,-117.2359009,15,San Diego,La Jolla,San Diego (City of),72,32.8664,-117.2557,Scripps,Scripps,181,,,
R_8CxG8CsUM2JRNmR,0,4/26/14 20:58,4/26/14 21:18,1,,1,United States,90034,1978,16,slow reef break,,shortboard,,3,El Porto,Manhattan Beach,Los Angeles,CA,USA,12,9,Weekly,Sand,,,,,,,other,Beach break with and without a Jetty,1,0,depends,Both slowly and fast beach break depending on swell direction and tide. ,4,1,5,1,1,No,Yes,Yes,Yes,No,Yes,No,-9999,Yes,No,No,3,2,3,1,2,1,3,1,1,1,2,4,12,"Cause is near my home! El porto is terrible on the 6 tide! There is a jetty on the south side which is called ""Hammerland""  (Google it  :)  it's like Pipeline sometimes and only works on the 2 T. !   6 tide, the waves disappear over there. ",No,,I'd be sad but life goes on!,Sadness,34.00390625,-118.4337997,13,Los Angeles,Manhattan Beach,Manhattan Beach (City of),47,33.8986,-118.4207,El Porto,El Porto,116,,,
R_8cynFbBhKGNBXj7,0,4/10/14 14:22,4/10/14 14:36,1,,1,United States,92115,1993,8,fast beach break,,shortboard,,5,Scripps,La Jolla,San Diego,CA,USA,8,10,Daily,Sand,,,,,,,other,pier,1,0,fast beach break,,4,3,5,3,3,No,Yes,No,No,No,No,No,No,Yes,No,No,4,4,5,3,5,3,4,2,3,2,5,3,12,"It is where i learned to surf and i have grown up with and learned from the rest of the community there. On top of that, this spot can break better than many other areas in san diego on a more consistant occasion. This beachbreak is very versatile and give you just about anything your looking for from slow tappering lefts and rights, rippable shoulder and air sections, and deep penetrating barrels. ",No,,"Yes and no. I would truly miss this spot and remember all of the good times I had there, but that would just mean surfing all of the other great waves in la jolla from the reefs to blacks, although it would impact the crowds at these spots with the absent of scripps. ","Bummed out, totally not stoked to the max about it. ",33.87030029,-117.9253006,15,San Diego,La Jolla,San Diego (City of),72,32.8664,-117.2557,Scripps,Scripps,181,,,
R_8dciJlt0vhfagQt,0,4/10/14 13:19,4/10/14 13:25,1,,1,United States,92011,1977,22,fast beach break,,shortboard,,4,Ponto,Carlsbad,San Diego,CA,USA,3,7,Weekly,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,2,4,4,3,3,No,No,No,No,No,No,Yes,No,No,No,No,4,3,3,3,3,3,3,3,3,3,3,3,12,"Best break, closest to where I live.",No,,No,Displaced,33.15809631,-117.3506012,15,San Diego,Carlsbad,Carlsbad (City of),68,33.08695,-117.3149,Ponto,Ponto,167,,,
R_8dhvPYVmx5ckQnj,0,4/8/14 21:19,4/8/14 21:28,1,,1,United States,92656,1972,23,fast beach break,,"hybrid, funboard, or egg",,3,Strands,Dana Point,Orange,CA,USA,23,10,Monthly,Sand,,,,seawall,,,,,1,0,fast beach break,,5,2,3,5,3,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,4,5,3,4,3,4,3,4,3,4,3,12,It is my local break and the coastline at Dana Point is beautiful along with the history of the area is enthralling.,Yes,Pollution has occured occasionally and it has gotten to big to surf this spot.,"Yes, it is the local break for people in the adjacent areas to 92656 and therefore impacting greatly other areas int he region with overcrowding.","That is hard to state but angry, and saddened.",33.57170105,-117.7288971,14,Orange,Dana Point,Dana Point (City of),64,33.46666,-117.71694,Strands,Strands,150,,,
R_8dlgV7P5xflpNxb,0,4/15/14 13:09,4/15/14 13:34,1,,1,United States,95060,1978,10,slow point break,,"hybrid, funboard, or egg",,2,Steamer Lane - Indicators,Santa Cruz,Santa Cruz,CA,USA,6,6,Monthly,Sand,,,,,riprap,,,,1,0,slow beach break,,2,2,4,2,2,No,Yes,Yes,No,Yes,Yes,I'm not sure,No,I'm not sure,I'm not sure,I'm not sure,3,3,4,3,3,2,3,2,2,2,4,3,12,"I have fond memories of surfing here with friends and have gotten some good waves. Also a biking distance to my place so it's easy to get to, I don't have to drive.",No,,"Yes. The joy that indicator has brought me and my friends, a very special place. Would be sad not to interact and experience it. Unless of course it's for conservation reasons.",Very sad and longing. could be angry if it's for profit reasons.,36.97410583,-122.0307999,8,Santa Cruz,Santa Cruz,Santa Cruz (City of),19,36.95199,,Steamer Lane - Indicators,Steamer Lane,43,,,
R_8dzg1XXUFpFG7Qx,0,4/25/14 22:24,4/25/14 22:42,1,,1,United States,95003,1984,23,fast beach break,,shortboard,,4,26th Avenue,Santa Cruz,Santa Cruz,CA,USA,18,10,Weekly,hard rock reef,,,,,riprap,,,,1,0,fast beach break,,2,4,5,3,3,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,5,5,5,4,5,5,5,4,4,3,5,3,12,It's a more spread out beach break next to point breaks and reef breaks with small take-off zones. The crowd is usually less in numbers but more intense which I like. I've gotten some of the best rides here in clean conditions and it can also offer fun corners in what looks like storm surf to other surfers. 26th can offer a beating with gnarly shore pound and shal2 reef areas which I think is an important aspect; risk stratification which helps keep things in check. ,No,,Yes. I would miss the wave and how it makes life more enjoyable. I want my kid to work his way up to surfing 26th so he can experience the same joy and respect for the spot and become a protector of the beach. ,Sadness. Frustration. ,37.06140137,-122.011795,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95751,,26th Avenue,26th Ave,47,,,
R_8e2vYqwXAH5THIF,0,3/12/14 12:59,3/12/14 13:07,1,,1,United States,93109,1976,7,slow point break,,longboard ,,3,Campus Point (& Poles),Santa Barbara,Santa Barbara,CA,USA,7,10,Monthly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow point break,,2,4,5,2,1,No,Yes,No,No,Yes,I'm not sure,No,Yes,I'm not sure,No,Yes,5,4,4,2,5,3,5,3,3,3,4,4,12,"Nice waves, can always find uncrowded spot, nice crowd",No,,I'd be sad! I'd have to branch out and try other waves.,Depressed,34.0184021,-119.7252045,11,Santa Barbara,Santa Barbara,Santa Barbara County,33,34.40531,-119.84324,Campus Point (& Poles),Campus Point,80,,,
R_8ep82k7DO3n5rwx,0,3/11/14 17:58,3/11/14 18:07,1,,1,United States,94401,1978,20,fast reef break,,shortboard,,3,Rockaway,Pacifica,San Mateo,CA,USA,5,4,Yearly,"cobbles, boulders, or loose rocks",,,,,riprap,,,,1,0,fast beach break,,2,4,5,3,2,No,Yes,No,No,No,No,No,Yes,Yes,No,No,3,3,2,2,2,3,2,1,3,3,3,4,12,It close to where i live.,No,,"It wouldnt impact it, i would find another place to surf. ",Ambivalent. ,37.4178009,-122.1719971,7,San Mateo,Pacifica,Pacifica (City of),16,37.61127,,Rockaway,Rockaway,26,,,
R_8eQyjP4uZb0OdvL,0,4/8/14 17:16,4/8/14 17:38,1,,1,United States,91301,1985,16,slow point break,,"hybrid, funboard, or egg",,3,Malibu,Malibu,Los Angeles,CA,USA,16,10,Weekly,"cobbles, boulders, or loose rocks",,,,seawall,,beach nourishment,,,2,0,slow point break,,2,4,4,3,2,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,4,3,4,4,3,2,4,2,3,2,4,3,12,"It's close to where I live, I'm very familiar with it, and it's a fun wave.",Yes,When the lagoon breaches during heavy rains I don't go out because of the pollution.,Yes. Other spots in the area would become more crowded.,"If it was because the spot ceased to exist, I would be frustrated because of said crowd dispersal.  ",34.18670654,-118.4490051,13,Los Angeles,Malibu,Malibu (City of),42,34.0339,-118.67781,Malibu,Malibu,106,,,
R_8fcRq1m3o04HGtv,0,5/6/14 0:07,5/6/14 0:20,1,,1,United States,92024,1987,13,fast beach break,,shortboard,,5,Cardiff,Encinitas,San Diego,CA,USA,7,8,Daily,"cobbles, boulders, or loose rocks",,,,,,beach nourishment,,,1,0,fast reef break,,2,5,4,4,2,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,4,3,4,3,3,3,3,3,4,3,4,3,12,I love San Diego and I love surf culture here. Everyone is supportive. The wave is surfable at all tides so you can surf go out always but it's better at 2 tide,No,,"Yes, my town of Encinitas would lose it's iconic wave. I would have to drive farther to surf and nothing close is similar",I would be depressed and disappointed that we lost a great wave and a beautiful place to go,33.05499268,-117.1920013,15,San Diego,Encinitas,Encinitas (City of),69,33.0155,-117.2834,Cardiff,Cardiff,175,,,
R_8FWyXnBuqZ8Y72t,0,3/29/14 8:14,3/29/14 8:17,0,,1,United States,92007,1981,20,fast point break,,shortboard,,3,Seaside,Solana Beach,San Diego,CA,USA,2,6,Monthly,"cobbles, boulders, or loose rocks",,,,,,beach nourishment,,,1,0,fast reef break,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,San Diego,Solana Beach,Solana Beach,70,,,Seaside,,,1,,
R_8GFPZCUDYQ3VRJj,0,4/26/14 19:37,4/26/14 19:46,1,,1,United States,90069,1988,15,fast beach break,,shortboard,,4,El Porto,Manhattan Beach,Los Angeles,CA,USA,2,6,Daily,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,4,2,4,2,1,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,2,4,4,2,2,2,2,2,2,2,4,4,12,,Yes,pollution after rain,That would suck. Its a fun beach break that can be uncrowded compared to other LA spots. Its a gem. I'd be upset.,,28.60099792,-96.6989975,13,Los Angeles,Manhattan Beach,Manhattan Beach (City of),47,33.8986,-118.4207,El Porto,El Porto,116,,,
R_8GiNm6nXkxWoYct,0,4/26/14 22:40,4/27/14 10:43,0,,1,United States,92663,1995,8,slow point break,,shortboard,,4,56th Street,Newport Beach,Orange,CA,USA,6,9,Daily,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14,Orange,Newport Beach,Newport Beach (City of),59,33.62304,-117.94742,56th Street,54th/56th St Newport,136,,,
R_8GKSHOF2lyHmqwd,0,3/26/14 16:55,3/26/14 17:03,1,,1,United States,92651,1987,15,fast beach break,,shortboard,,4,Three Arch Bay,Laguna Beach,Orange,CA,USA,20,10,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,4,2,5,3,1,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,5,3,5,4,3,2,5,1,3,3,4,2,12,Home Beach,No,,"Yes, I would be bummed",Sad,33.57170105,-117.7288971,14,Orange,Laguna Beach,Laguna Beach (City of),61,,,Three Arch Bay,,,1,,
R_8GNpg9ppdU1ZRLn,0,4/3/14 14:32,4/3/14 14:42,1,,1,United States,92024,1965,35,fast reef break,,"hybrid, funboard, or egg",,4,Swamis,Encinitas,San Diego,CA,USA,30,10,Weekly,hard rock reef,,,,,riprap,,,,1,0,fast reef break,,4,2,4,2,1,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,3,4,4,4,4,3,3,3,3,2,4,3,12,Because it is the epicenter of the local surfing community. A great wave. It's like CHEERS. Everyone knows your name.,No,,"Yes, I'd lose the future opportunity to surf the wave.",disappointed. Sad. Bummed.,32.9671936,-117.2585983,15,San Diego,Encinitas,Encinitas (City of),69,33.03407,-117.2953,Swamis,Swamis,172,,,
R_8GtuWKmCsuDj8ZT,0,4/9/14 8:49,4/9/14 8:55,1,,1,United States,92007,1983,13,fast point break,,shortboard,,4,Tippers,Solana Beach,San Diego,CA,USA,6,10,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,fast reef break,"the left is a fast reef break, the right is a slow, mushy reef break",5,3,4,4,3,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,4,4,4,3,3,3,4,3,3,2,3,4,12,It's fun!,Yes,"Water pollution, from the nearby lagoon outlet.",,I'd be mad and sad. ,38.84620667,-77.30639648,15,San Diego,Solana Beach,Solana Beach,70,,,Tippers,,,1,,
R_8HDbfhpLq6QBaQt,0,4/27/14 10:20,4/27/14 10:31,1,,1,United States,92024,1996,5,fast beach break,,shortboard,,3,D Street,Encinitas,San Diego,CA,USA,3,9,Daily,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,5,4,5,2,1,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,5,3,4,4,5,5,5,5,5,5,5,2,12,"It's nice to know exactly what the waves do in this spot. I know exactly where to sit on each tide and how the wave's going to break. It's also very close to my house, and I am apart of the few kids who surf D street daily.",Yes,"Dredging sand, and water pollution.","It would for sure be impacted. No other spot compares with D Street in my eyes. The crowd is different, and when the tides are right, the waves go off.","angry, and depressed",33.03700256,-117.2919998,15,San Diego,Encinitas,Encinitas (City of),69,33.04573,-117.29899,D Street,D Street,171,,,
R_8HdKrLMBfltfcFv,0,4/27/14 10:07,4/27/14 10:20,1,,1,United States,91910,1996,5,slow point break,,shortboard,,3,Imperial Beach - Pier,Imperial Beach,San Diego,CA,USA,4,7,Monthly,Sand,,,,,,,,,0,I'm not sure,fast point break,,5,2,3,4,3,Yes,Yes,Yes,No,No,No,I'm not sure,No,Yes,No,Yes,4,2,2,2,3,2,2,2,3,4,2,4,12,"It's the closest beach and plenty of room for everybody, which gives me space to be creative with my surfing.",Yes,Rain washes the sewage from the Tijuana river into the ocean and the beach gets closed off for 3 days.,"Yes, I'd have to drive over 30 minutes every time I'd want to go surf.",I would feel very disappointed and demotivated to continue surfing.,32.64120483,-116.9859009,15,San Diego,Imperial Beach,Imperial Beach (City of),76,,,Imperial Beach - Pier,,,,1,
R_8HfMoOZwaDf0E05,0,4/8/14 14:03,4/8/14 14:39,0,,1,United States,94103,1988,2,fast beach break,,shortboard,,2,Ocean Beach,San Francisco,San Francisco,CA,USA,2,4,Weekly,Sand,,,,seawall,,,,,1,0,fast beach break,,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_8HzYIHPivEeMlfv,0,4/26/14 18:15,4/26/14 18:27,1,,1,United States,90403,1989,10,fast point break,,shortboard,,4,Venice Beach - Breakwater,Venice Beach,Los Angeles,CA,USA,6,9,Daily,Sand,,jetty or groin,,,,,,,1,0,fast point break,,1,5,3,3,2,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,4,3,5,2,4,2,4,4,3,3,4,4,12,All my friends are there and it's fun,No,,"Yes, it's the home break. ",I'd be a little bummed but there are other places to surf,34.05220032,-118.2436981,13,Los Angeles,Venice Beach,Los Angeles County,43,33.984102,-118.475,Venice Beach - Breakwater,,,1,,
R_8i6NSvpP7TysUMl,0,3/16/14 9:51,3/16/14 10:13,1,,1,United States,3857,1984,29,fast reef break,,bodyboard,,4,C Street,Ventura,Ventura,CA,USA,6,8,Weekly,"cobbles, boulders, or loose rocks",,,,,riprap,,,,1,0,slow point break,,4,4,5,2,1,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,4,1,3,3,4,1,3,1,3,1,3,4,12,"It's a really fun wave.  Changes a lot.  Can hold big long period swell.  When the swell period is longer then 22-24 seconds, there aren't a lot of socal places that can actually make the most of the swell, but c-street really comes alive.  Once in awhile, it is really really good and one of the longest awesomest points I've seen, but that is very rare.  Most of my life, I've ridden heavy slab reefbreaks on a bodyboard, but I learned to surf (longboard/shortboard) at c-street, so even when its small, I've had a lot of fun there.  So its kind of pretty good for everything...I even bodysurf there under certain conditions.  You never know what you will get.  So its super fun in a lot of different waves depending on the swell, sometimes barreling, sometimes a long slow big point break, sometimes 2ft longboard waves.  However, its not exactly a life changing wave, which is why I didn't rate it 6er.  Its not one of those waves that you ride for one day and it changes who you are, at least not for me, its a more subtle fun enjoyable wave.",No,,"Ok just because I know this wave the best doesn't mean its my favorite.  I move a lot so it is the spot I lived close to for the longest.  So yeah, it would be impacted, but right now I live 3000 miles away and its okay...there are a lot of epic waves all over the world.  C-street is like a fun terrain park kind of.  So I guess yeah my life is impacted by it in that I can't ride that particular wave anymore, and it does mean a lot to me, but I am okay with that.  I do miss the spot though.   There is a richness of culture, friends, all different kinds of waves on different days, and a refuge from regular life there.  It's also just beautiful, and I think people need beautiful places.  ","It would feel like I couldn't see an old friend.  We have lots of memories together and always will, but its better to actually go there and say hi.  Now, if the wave were actually destroyed due to development or something, I would be incredibly angry.  That wave means a lot to a lot of people and myself and its a beautiful, wonderful place.  The only reason I didn't rate it 6er is because I am comparing it to one or two other waves (one in particular), that literally changed my life 100%.  So if I took those one or two waves out of the picture, it would get very 7 ratings.  So hopefully c-street will remain surfable and open to surfers for as long as the wave naturally exists.  But if I could never surf it again just because my life took me to a new place but c-street was still available for other surfers, well, it would be sad, but as Raimana van bastelaer said: ""If you’re connected with the right spirits, you don’t need to chase after the wave. If you are patient, the perfect wave will come to you.""  Which I 100% believe.  So its okay if I can't be at one spot.  There are waves beyond my imagination out there and I've ridden them, so who knows what else is in store if I can't ride c-street.  But it definitely, absolutely should stay protected for other people and in no way should ever be destroyed by people.  That would be nearly unforgivable.  It changes local kids' lives.  And gives local people something amazing in their lives every single day.  And it is essentially the center for Ventura surf culture, which is significant and important and really cool, a place where lots of shapers live and make a living and and surfers can find a community they belong in.",42.96609497,-70.98809814,12,Ventura,Ventura,San Buenaventura (City of),39,34.27247,-119.29942,C Street,C Street (same as Ventura Point),98,,,
R_8iHdHtBb0AsVX1j,0,5/3/14 17:09,5/3/14 17:15,1,,1,United States,90277,1957,50,fast point break,,shortboard,,4,The Bay,Palos Verdes Estates,Los Angeles,CA,USA,42,10,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,fast point break,,4,4,5,4,4,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,5,4,5,4,5,4,4,3,3,3,5,3,12,It's home and I know it well.  Lots of long time friends surf here too.,Yes,Pollution,Yes,Disappointed.  Sad.  Frustrated.,20.88020325,-156.4689026,13,Los Angeles,Palos Verdes Estates,Los Angeles County,43,33.7735,-118.4257,The Bay,Lunada Bay,122,,,
R_8ImhBYqgPQ6Jinz,0,5/6/14 13:13,5/6/14 13:22,1,,1,United States,93003,1950,50,fast point break,,longboard ,,4,Pipe,Ventura,Ventura,CA,USA,23,10,Daily,"cobbles, boulders, or loose rocks",,,,,,,other,Managed retreat cobblestones,1,0,fast point break,,the tide doesn't matter,4,5,4,2,No,Yes,Yes,I'm not sure,I'm not sure,I'm not sure,I'm not sure,Yes,I'm not sure,I'm not sure,No,4,2,4,1,3,1,4,1,5,1,4,4,12,Fast and close to me,Yes,Sewage,Yes- other spots are too crowded,Depressed,38,-97,12,Ventura,Ventura,San Buenaventura (City of),39,,,Pipe,,,1,,
R_8iUGTUIPfNI2uAR,0,4/10/14 21:30,4/10/14 21:38,1,,1,United States,92024,1958,47,slow beach break,,longboard ,,3,Grandview,Encinitas,San Diego,CA,USA,20,10,Daily,Sand,,,,,,beach nourishment,,,1,0,slow beach break,,2,3,3,2,1,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,5,3,5,2,5,4,5,3,2,2,5,3,12,"I live a block from the spot.  I am attached to it and the people who surf it.  It is not a great wave but I love surfing here,",Yes,After it rains it is dirty.  ,I would be sad but I would surf another spot.  ,Sad,33.1434021,-117.1660995,15,San Diego,Encinitas,Encinitas (City of),69,33.07537,-117.31139,Grandview,Grandview,168,,,
R_8J4v70u1erMBQwJ,0,4/4/14 17:08,4/4/14 17:20,1,,1,United States,95062,1974,15,fast point break,,shortboard,,4,Pleasure Point - Sewers,Santa Cruz,Santa Cruz,CA,USA,4,10,Daily,hard rock reef,,,,seawall,riprap,,,,2,0,slow reef break,,5,3,5,4,1,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,5,3,5,1,4,3,2,2,2,2,4,3,12,It's close to home and I like the barrel,No,,I would be upset for a little while but I would move on,I would feel a sense of loss then I would get over it,36.97129822,-121.9875031,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95486,,Pleasure Point - Sewers,Pleasure Point,48,,,
R_8J72wGQw7ZSIVpz,0,3/20/14 14:17,3/20/14 14:34,1,,1,United States,94122,1980,20,fast beach break,,shortboard,,4,Ocean Beach,San Francisco,San Francisco,CA,USA,7,8,Weekly,Sand,,,,seawall,riprap,beach nourishment,other,Concrete rubble and debris; active erosion areas; periodic sand backpassing; offshore dredging of SF Bar and discposal,4,0,fast beach break,,2,5,4,3,3,No,I'm not sure,I'm not sure,No,Yes,Yes,Yes,Yes,No,No,Yes,4,3,5,5,5,3,5,3,5,4,5,3,12,"This is one of the most unique and challenging surf spots in the world. It can hold swells from normal predominant conditions to ""as big as it can get."" I live 2 blocks from Ocean Beach, and am contributing my coastal engineering experience as part of the team working on the Ocean Beach Master Plan to identify strategies for how to adapt the shore to sea level rise and erosion, and how to protect and move key infrastructure while also considering the importance of ecological and recreational objectives. Ocean Beach is also in the heart of San Francisco, and we have people from all over the world that come to surf here, and speak different languages. The geography surrounding Ocean Beach includes world class views, and extreme power and danger - due to the proximity of the Golden Gate and San Francisco Bay, to the unique geology, the abundant wildlife, and the quality of the waves. I am frequently joined in the lineup by friends that I know from the neighborhood, and also dolphins that seem to enjoy buzzing you or even ride a wave with you. ",Yes,"Water quality issues after rain storms that caused the combined sewer-stormwater system to overf2 directly across the beach into the ocean. This happens about 7 times per year on average, according to the SF PUC.","Yes - I would not be able to wake up and walk two blocks to go for a surf before heading to work. I would not have the quality of life associated with surfing on a sunny weekend, rinsing off at home, and coming back to the beach with a six pack of beers and a picnic and some friends to enjoy the day.",I would be devastated.,37.77490234,-122.4194031,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
